,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Characteristics,Latitude,Longitude
337,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
338,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
339,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
340,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
341,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
342,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
343,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
344,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
345,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
346,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
347,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
348,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
349,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
350,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
351,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
352,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
353,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
354,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
355,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
356,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
357,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
358,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
359,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
360,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
361,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
362,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
363,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
364,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
365,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
366,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
367,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
368,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
369,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
370,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
371,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
372,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
373,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
374,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
375,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
376,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
377,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
378,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
379,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
380,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
381,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
382,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
383,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
384,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
385,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
386,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
387,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
388,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
389,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
390,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
391,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
392,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
393,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
394,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
395,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
396,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
397,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
398,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
399,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
400,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
401,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
402,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
403,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
404,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
405,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
406,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
407,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
408,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
409,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
410,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
411,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
412,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
413,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
414,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
415,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
416,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
417,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
418,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
419,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
420,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
421,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
422,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
423,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
424,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
425,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
426,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
427,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
428,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
429,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
430,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
431,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
432,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
433,€ 51 ,#ATS - Theodor Cozy Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.94,32 reviews,Hosted by Around,"Self check-in, Great location, Free cancellation before March 28",40.6328258,22.9439552
434,€ 68 ,Stylish central apartment!,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,5,Hosted by City Apartments,"Dedicated workspace, City Apartments is a Superhost, Great check-in experience",40.642138,22.9433399
435,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
436,€ 85 ,Modern Studio in Downtown.,3 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,8,Hosted by Natalia,"Self check-in, Great location, Free cancellation before March 31",40.6308,22.9477
437,€ 115 ,Penthouse-heart of Thessaloniki,5 guests · , · 4 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,80,Hosted by Alex,"Alex is a Superhost, Great location, Free cancellation for 48 hours",40.6304,22.94664
438,€ 65 ,Sweet apartment!!!,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,429,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 7",40.63875,22.94964
439,€ 32 ,Spotted in Thessaloniki #10!-parking 15€/24h,2 guests · , · 1 bed · ,, · 1 bath,"Guest
favorite",Superhost · ,4.94,16,Hosted by Giannis,"Self check-in, Giannis is a Superhost, Free cancellation before 2:00 PM on March 27",40.6374,22.9357
440,€ 115 ,Blossom by halu! Cozy 2-BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,3 reviews,Hosted by Halu!,"Self check-in, Great location, Free cancellation before April 14",40.6328286,22.9426356
441,€ 97 ,#Tiramisu by halu! Apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,4.95,20 reviews,Hosted by Halu!,"Dedicated workspace, Great location, Free cancellation before April 15",40.63319,22.94279
442,€ 48 ,Two bedroom apartment in the city center,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Daniel,"Dedicated workspace, Self check-in, Daniel is a Superhost",40.6436,22.9397
443,€ 69 ,#Heart and Soul by halu! Apartments (Heart),2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 3",40.62854,22.95185
444,€ 56 ,Stunning room-CityCenter-Getaway,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.76,21,Hosted by Marabou Unique Stay,"Great check-in experience, Free cancellation before April 27",40.6386,22.9378
445,€ 46 ,Nostalgia,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,105,Hosted by Ntemi And Nick,"Self check-in, Ntemi And Nick is a Superhost, Free cancellation before April 9",40.6409,22.943
446,€ 120 ,Lovely-3-bedrooms apartment center of Thessaloniki,5 guests · , · 3 beds · , · 3 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.93,46,Hosted by Nana,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.63549,22.95058
447,€ 47 ,360° City Center Loft with Parking,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,273,Hosted by Sarantos,"Great for remote work, Self check-in, Free cancellation before April 12",40.6173,22.958
448,€ 54 ,Cozy Apartment in City  Center!!!!,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.91,104 reviews,Hosted by Elena,"Dedicated workspace, Self check-in, Elena is a Superhost",40.63898,22.94602
449,€ 95 ,Seaside Paradise Perea Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,12,Hosted by Maria,"Maria is a Superhost, Great location, Great check-in experience",40.5083,22.9221
450,€ 55 ,Modern cozy apartment in the heart of Thessaloniki,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,174,Hosted by Σάκης,"Self check-in, Σάκης is a Superhost, Free cancellation before May 18",40.63174,22.94711
